nm_mes;nm_dia;nm_marca;nm_tipo_trecho;nm_sexo;nm_status_marital;nr_idade;fl_culpa_terceiros;nm_categoria_veiculo;nm_preco_veiculo;fl_fraude;nr_apolice;nm_cat_motorista;nr_outros_sinistros;nr_idade_veiculo;fl_testemunhas;nr_carros_envolvidos;nr_ano;nm_tipo_apolice
Dezembro;Segunda;Honda;Urbano;Homem;Casado;30;1;Sedan;30K até 49K;0;3574;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Domingo;Honda;Urbano;Homem;Solteiro;30;1;Esportivo;30K até 49K;0;11792;Desatento;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Setembro;Segunda;Honda;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;9770;Desatento;1;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Sexta;Honda;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;5418;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Agosto;Domingo;Honda;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;1700;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Janeiro;Terça;Honda;Urbano;Mulher;Divorciado;31;0;Sedan;30K até 49K;0;10092;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Abril;Terça;Honda;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;8214;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Dezembro;Quinta;Honda;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;9932;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Quinta;Honda;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;11546;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Junho;Sexta;Honda;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;15245;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quinta;Honda;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;13609;Desatento;nenhum;6 até 10 anos;0;2 carros;2023;Apenas Casco
Outubro;Quinta;Honda;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;1503;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Julho;Terça;Honda;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;4051;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Sábado;Honda;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;4780;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Março;Terça;Honda;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;9711;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Abril;Segunda;Honda;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;892;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Sábado;Honda;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;10708;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Novembro;Quinta;Honda;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;2797;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Abril;Sábado;Honda;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;11195;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Abril;Sexta;Honda;Urbano;Mulher;Solteiro;31;1;Esportivo;30K até 49K;0;13056;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Março;Sábado;Honda;Urbano;Mulher;Solteiro;32;0;Sedan;30K até 49K;0;9316;Desatento;1;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Novembro;Domingo;Honda;Urbano;Mulher;Casado;32;0;Sedan;30K até 49K;0;5858;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Solteiro;32;0;Sedan;30K até 49K;0;4774;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Maio;Sexta;Honda;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;8352;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Abril;Sexta;Honda;Urbano;Mulher;Casado;32;0;Sedan;30K até 49K;0;8517;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Terça;Honda;Urbano;Mulher;Solteiro;32;0;Esportivo;30K até 49K;0;1997;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Segunda;Honda;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;8382;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Quarta;Honda;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;12667;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Outubro;Quinta;Honda;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;14732;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Março;Sábado;Honda;Urbano;Homem;Solteiro;32;1;Sedan;30K até 49K;0;12379;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Março;Sábado;Honda;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;5026;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Julho;Sábado;Honda;Urbano;Mulher;Solteiro;32;1;Sedan;30K até 49K;0;14567;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Terça;Honda;Rural;Homem;Casado;33;0;Sedan;30K até 49K;0;1848;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Março;Quinta;Honda;Rural;Homem;Casado;33;0;Sedan;30K até 49K;1;2459;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Outubro;Sábado;Honda;Urbano;Mulher;Solteiro;33;0;Sedan;30K até 49K;0;6577;Desatento;1;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Quinta;Honda;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;1;7181;Desatento;1;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Domingo;Honda;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;2522;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Dezembro;Quinta;Honda;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;9692;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Terça;Honda;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;1739;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Terça;Honda;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;3612;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Março;Segunda;Honda;Urbano;Homem;Casado;33;0;Esportivo;30K até 49K;0;4719;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Segunda;Honda;Urbano;Homem;Casado;33;0;Esportivo;30K até 49K;0;2751;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Fevereiro;Quinta;Honda;Urbano;Mulher;Solteiro;33;0;Esportivo;30K até 49K;0;9459;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Sábado;Honda;Urbano;Homem;Casado;33;0;Esportivo;30K até 49K;0;7897;Desatento;mais do que 4;6 até 10 anos;0;2 carros;2022;Apenas Terceiro
Dezembro;Segunda;Honda;Urbano;Homem;Casado;33;0;Esportivo;30K até 49K;0;13010;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Sexta;Honda;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;12143;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Novembro;Quarta;Honda;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;7694;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Novembro;Sexta;Honda;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;9404;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Domingo;Honda;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;9126;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Quinta;Honda;Rural;Homem;Casado;34;0;Esportivo;30K até 49K;0;3617;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Sábado;Honda;Rural;Homem;Solteiro;34;1;Sedan;30K até 49K;0;10883;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Maio;Quarta;Honda;Rural;Homem;Casado;34;1;Sedan;30K até 49K;0;3129;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Agosto;Segunda;Honda;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;1;5412;Desatento;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Sábado;Honda;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;5265;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Fevereiro;Sábado;Honda;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;6820;Desatento;1;3 até 5 anos;0;1 carro;2022;Apenas Casco
Julho;Sexta;Honda;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;6335;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Segunda;Honda;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;10776;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Março;Domingo;Honda;Urbano;Mulher;Solteiro;34;0;Sedan;30K até 49K;0;14383;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Novembro;Segunda;Honda;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;943;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Abril;Sábado;Honda;Urbano;Mulher;Casado;34;0;Esportivo;30K até 49K;0;4280;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Quarta;Honda;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;5710;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Maio;Segunda;Honda;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;4634;Desatento;de 2 até 4;6 até 10 anos;0;3 até 4 carros;2021;Apenas Terceiro
Junho;Terça;Honda;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;14796;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Junho;Segunda;Honda;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;12204;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Terça;Honda;Urbano;Mulher;Solteiro;34;1;Sedan;30K até 49K;0;8108;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Janeiro;Quarta;Honda;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;1744;Desatento;1;11 até 15 anos;0;2 carros;2021;Apenas Casco
Março;Segunda;Honda;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;10591;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Novembro;Segunda;Honda;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;7894;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Março;Terça;Honda;Urbano;Mulher;Casado;35;0;Sedan;30K até 49K;0;9068;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Setembro;Sexta;Honda;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;3034;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Sábado;Honda;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;5945;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Dezembro;Quinta;Honda;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;6557;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Junho;Terça;Honda;Urbano;Homem;Casado;35;0;Esportivo;30K até 49K;0;1322;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Sábado;Honda;Urbano;Mulher;Solteiro;35;0;Esportivo;30K até 49K;0;10329;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Maio;Quarta;Honda;Urbano;Homem;Casado;35;0;Esportivo;30K até 49K;0;11962;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Julho;Quinta;Honda;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;5201;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Quinta;Honda;Urbano;Homem;Solteiro;35;1;Sedan;30K até 49K;0;1672;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Terça;Honda;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;2983;Desatento;de 2 até 4;6 até 10 anos;0;2 carros;2021;Segurado + Terceiro
Agosto;Quarta;Honda;Urbano;Homem;Solteiro;35;1;Sedan;30K até 49K;0;13862;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Maio;Quinta;Honda;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;2559;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Quarta;Honda;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;8244;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Segunda;Honda;Urbano;Homem;Solteiro;35;1;Sedan;30K até 49K;0;15141;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Sexta;Honda;Urbano;Homem;Casado;35;1;Esportivo;30K até 49K;0;3370;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Domingo;Honda;Urbano;Homem;Casado;35;1;Esportivo;30K até 49K;0;7759;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Abril;Terça;Honda;Urbano;Homem;Casado;35;1;Esportivo;30K até 49K;0;8030;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Abril;Quinta;Honda;Urbano;Homem;Casado;36;1;Sedan;30K até 49K;0;1345;Desatento;nenhum;11 até 15 anos;0;2 carros;2021;Segurado + Terceiro
Janeiro;Sexta;Honda;Urbano;Homem;Casado;36;1;Esportivo;30K até 49K;0;4040;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Segunda;Honda;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;1;539;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Sexta;Honda;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;14558;Desatento;1;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Julho;Terça;Honda;Urbano;Mulher;Casado;37;0;Sedan;30K até 49K;0;3799;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Setembro;Sexta;Honda;Urbano;Homem;Divorciado;37;0;Sedan;30K até 49K;0;13014;Desatento;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Julho;Sexta;Honda;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;13482;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Outubro;Sexta;Honda;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;14056;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Abril;Domingo;Honda;Urbano;Homem;Casado;37;0;Esportivo;30K até 49K;0;5790;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Terça;Honda;Urbano;Homem;Solteiro;37;0;Esportivo;30K até 49K;0;2330;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Segunda;Honda;Urbano;Mulher;Solteiro;37;1;Sedan;30K até 49K;0;2146;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Honda;Rural;Homem;Casado;38;0;Sedan;30K até 49K;1;12849;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Segurado + Terceiro
Julho;Quinta;Honda;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;8873;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Junho;Domingo;Honda;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;10142;Desatento;nenhum;> 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Quarta;Honda;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;1;15088;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Julho;Sexta;Honda;Urbano;Homem;Solteiro;38;0;Sedan;30K até 49K;0;14716;Desatento;nenhum;> 15 anos;0;1 carro;2023;Apenas Casco
Abril;Quinta;Honda;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;3872;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Fevereiro;Sexta;Honda;Urbano;Mulher;Divorciado;38;1;Sedan;30K até 49K;0;1847;Desatento;1;11 até 15 anos;0;5 até 8 carros;2021;Segurado + Terceiro
Fevereiro;Quinta;Honda;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;12128;Desatento;1;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Março;Domingo;Honda;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;10343;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Terça;Honda;Urbano;Homem;Solteiro;39;0;Sedan;30K até 49K;0;1637;Desatento;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Sábado;Honda;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;9622;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Novembro;Quinta;Honda;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;8171;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Quarta;Honda;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;8980;Desatento;nenhum;> 15 anos;0;3 até 4 carros;2022;Apenas Casco
Novembro;Sexta;Honda;Urbano;Mulher;Casado;39;0;Sedan;30K até 49K;0;12340;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Agosto;Domingo;Honda;Urbano;Homem;Casado;39;0;Esportivo;30K até 49K;0;11318;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Sábado;Honda;Urbano;Homem;Casado;39;0;Esportivo;30K até 49K;0;8294;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Quinta;Honda;Urbano;Homem;Casado;39;0;Esportivo;30K até 49K;0;9262;Desatento;nenhum;11 até 15 anos;0;2 carros;2022;Apenas Terceiro
Março;Sábado;Honda;Urbano;Homem;Casado;39;0;Esportivo;30K até 49K;0;15061;Desatento;1;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Quarta;Honda;Urbano;Homem;Casado;39;1;Sedan;30K até 49K;0;9868;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Domingo;Honda;Urbano;Homem;Casado;39;1;Sedan;30K até 49K;0;7342;Desatento;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Casco
Julho;Sexta;Honda;Urbano;Homem;Casado;39;1;Sedan;30K até 49K;0;12207;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Outubro;Segunda;Honda;Urbano;Homem;Casado;40;0;Sedan;30K até 49K;0;9406;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Agosto;Segunda;Honda;Urbano;Mulher;Casado;40;0;Sedan;30K até 49K;0;11089;Desatento;nenhum;11 até 15 anos;0;2 carros;2022;Apenas Casco
Junho;Segunda;Honda;Urbano;Homem;Casado;40;0;Sedan;30K até 49K;1;13068;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Setembro;Domingo;Honda;Urbano;Mulher;Casado;40;0;Esportivo;30K até 49K;0;4662;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Segunda;Honda;Urbano;Homem;Casado;40;0;Esportivo;30K até 49K;0;1146;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Quinta;Honda;Urbano;Homem;Casado;40;0;Esportivo;30K até 49K;0;4486;Desatento;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Quarta;Honda;Urbano;Homem;Casado;40;0;Esportivo;30K até 49K;0;8747;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Março;Sábado;Honda;Urbano;Mulher;Casado;40;1;Sedan;30K até 49K;0;1746;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Sábado;Honda;Urbano;Homem;Casado;40;1;Esportivo;30K até 49K;0;6740;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Terça;Honda;Rural;Homem;Casado;41;0;Sedan;30K até 49K;0;15032;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Janeiro;Terça;Honda;Urbano;Homem;Casado;41;0;Sedan;30K até 49K;0;44;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Agosto;Sexta;Honda;Urbano;Mulher;Solteiro;41;0;Sedan;30K até 49K;0;5537;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Fevereiro;Quarta;Honda;Urbano;Homem;Casado;41;0;Sedan;30K até 49K;0;8879;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Novembro;Quinta;Honda;Urbano;Homem;Casado;41;0;Sedan;30K até 49K;0;11810;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Abril;Quarta;Honda;Urbano;Homem;Casado;41;0;Esportivo;30K até 49K;0;5277;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Quinta;Honda;Urbano;Homem;Casado;41;0;Esportivo;30K até 49K;0;3439;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Domingo;Honda;Urbano;Homem;Casado;41;0;Esportivo;30K até 49K;0;4984;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Segunda;Honda;Urbano;Homem;Casado;41;0;Esportivo;30K até 49K;0;4715;Desatento;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Sexta;Honda;Urbano;Homem;Casado;41;0;Esportivo;30K até 49K;0;5741;Desatento;mais do que 4;11 até 15 anos;0;3 até 4 carros;2021;Apenas Terceiro
Junho;Terça;Honda;Urbano;Homem;Casado;41;1;Sedan;30K até 49K;0;325;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sexta;Honda;Urbano;Homem;Casado;42;0;Sedan;30K até 49K;0;8465;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Setembro;Sexta;Honda;Urbano;Homem;Casado;42;0;Sedan;30K até 49K;0;5003;Desatento;de 2 até 4;11 até 15 anos;0;3 até 4 carros;2021;Apenas Casco
Setembro;Sexta;Honda;Urbano;Homem;Casado;42;0;Sedan;30K até 49K;0;6438;Desatento;nenhum;> 15 anos;0;3 até 4 carros;2022;Apenas Casco
Agosto;Sábado;Honda;Urbano;Homem;Casado;42;0;Sedan;30K até 49K;0;13208;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Maio;Sexta;Honda;Urbano;Homem;Casado;42;0;Esportivo;30K até 49K;0;5793;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Sexta;Honda;Urbano;Homem;Casado;42;0;Esportivo;30K até 49K;0;5925;Desatento;mais do que 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Sábado;Honda;Urbano;Homem;Casado;42;0;Esportivo;30K até 49K;0;9057;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Sexta;Honda;Urbano;Homem;Casado;42;0;Esportivo;30K até 49K;0;14073;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Junho;Sábado;Honda;Urbano;Mulher;Casado;42;1;Esportivo;30K até 49K;0;702;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Junho;Domingo;Honda;Urbano;Mulher;Casado;43;0;Sedan;30K até 49K;0;4536;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Abril;Terça;Honda;Urbano;Homem;Casado;43;0;Sedan;30K até 49K;0;2915;Desatento;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Sábado;Honda;Urbano;Homem;Casado;43;0;Sedan;30K até 49K;0;2225;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Outubro;Segunda;Honda;Urbano;Homem;Casado;43;0;Sedan;30K até 49K;0;3229;Desatento;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Julho;Sexta;Honda;Urbano;Mulher;Casado;43;0;Sedan;30K até 49K;0;10550;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Junho;Terça;Honda;Urbano;Mulher;Casado;43;0;Sedan;30K até 49K;0;9478;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Março;Sexta;Honda;Urbano;Homem;Casado;43;0;Sedan;30K até 49K;0;13827;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Abril;Segunda;Honda;Urbano;Homem;Casado;43;0;Esportivo;30K até 49K;0;5792;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Setembro;Sábado;Honda;Urbano;Homem;Casado;43;0;Esportivo;30K até 49K;0;428;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Junho;Sexta;Honda;Urbano;Homem;Casado;43;0;Esportivo;30K até 49K;0;10587;Desatento;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Terceiro
Outubro;Domingo;Honda;Urbano;Homem;Casado;43;1;Sedan;30K até 49K;0;2386;Desatento;nenhum;> 15 anos;0;1 carro;2021;Segurado + Terceiro
